JENIS KELAMIN KORBAN,USIA KORBAN,PEKERJAAN KORBAN,DAERAH TINGGAL KORBAN,TEMPAT KEJADIAN PENCURIAN,DAERAH PERISTIWA,WAKTU KEJADIAN,HARI KEJADIAN,PELAKU MENGGUNAKAN ALAT,SASARAN KEJAHATAN,JUMLAH KERUGIAN,MO,JENIS PENCURIAN,PASAL PENCURIAN
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,DINI HARI,SENIN,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,LANSIA,WIRA USAHA,PERKOTAAN,AREA PARKIR,PERKOTAAN,PAGI,SELASA,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,DINI HARI,SELASA,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,PEKERJA KASAR,PINGGIRAN KOTA,JALAN RAYA,PERKOTAAN,MALAM,SELASA,TIDAK,BENDA TIDAK BERGERAK,KECIL,MERAMPAS,CURAS,365 KUHP
PEREMPUAN,REMAJA,TENAGA WIRA USAHA,PEDESAAN,AREA PARKIR,PERKOTAAN,SORE,SELASA,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,JALAN RAYA,PERKOTAAN,SIANG,RABU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,DEWASA,TIDAK BEKERJA,PERKOTAAN,AREA PARKIR,PERKOTAAN,SORE,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,JALAN RAYA,PERKOTAAN,MALAM,SELASA,YA,BENDA TIDAK BERGERAK,BESAR,MENGANCAM,CURAS,365 KUHP
LAKI-LAKI,REMAJA,WIRA USAHA,PEDESAAN,DALAM RUMAH,PERKOTAAN,MALAM,RABU,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,LANSIA,PEKERJA KASAR,PERKOTAAN,AREA PARKIR,PERKOTAAN,DINI HARI,JUMAT,YA,BENDA TIDAK BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TENAGA WIRA USAHA,PEDESAAN,AREA PARKIR,PEDESAAN,SORE,JUMAT,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TENAGA WIRA USAHA,PEDESAAN,AREA PARKIR,PERKOTAAN,SIANG,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TENAGA PROFESIONAL,PERKOTAAN,JALAN RAYA,PERKOTAAN,SIANG,SENIN,TIDAK,BENDA TIDAK BERGERAK,KECIL,MERAMPAS,CURAS,365 KUHP
PEREMPUAN,DEWASA,WIRA USAHA,PINGGIRAN KOTA,JALAN RAYA,PERKOTAAN,SIANG,SELASA,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
PEREMPUAN,DEWASA,TENAGA WIRA USAHA,PINGGIRAN KOTA,JALAN RAYA,PERKOTAAN,SIANG,SELASA,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PEDESAAN,HALAMAN RUMAH,PEDESAAN,PAGI,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PEDESAAN,DALAM RUMAH,PEDESAAN,PAGI,SENIN,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERUSAK RUMAH,CURAT,363 KUHP
LAKI-LAKI,LANSIA,TENAGA WIRA USAHA,PEDESAAN,DALAM RUMAH,PERKOTAAN,PAGI,RABU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,REMAJA,WIRA USAHA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,DINI HARI,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,PEKERJA KASAR,PERKOTAAN,AREA PARKIR,PERKOTAAN,MALAM,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,SORE,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PEDESAAN,AREA PARKIR,PERKOTAAN,DINI HARI,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,WIRA USAHA,PEDESAAN,DALAM RUMAH,PERKOTAAN,SIANG,MINGGU,YA,BENDA TIDAK BERGERAK,BESAR,MERUSAK RUMAH,CURAT,363 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PEDESAAN,DALAM RUMAH,PERKOTAAN,SIANG,SENIN,YA,BENDA TIDAK BERGERAK,BESAR,MERUSAK RUMAH,CURAT,363 KUHP
LAKI-LAKI,LANSIA,WIRA USAHA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,MALAM,SENIN,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PEDESAAN,JALAN RAYA,PERKOTAAN,PAGI,SELASA,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PEDESAAN,DALAM RUMAH,PERKOTAAN,SIANG,SELASA,YA,BENDA TIDAK BERGERAK,BESAR,MERUSAK RUMAH,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,PAGI,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PEDESAAN,HALAMAN RUMAH,PEDESAAN,PAGI,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,SIANG,SELASA,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,PEKERJA KASAR,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,SIANG,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,PEKERJA KASAR,PINGGIRAN KOTA,AREA PARKIR,PERKOTAAN,DINI HARI,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PEDESAAN,HALAMAN RUMAH,PEDESAAN,DINI HARI,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,SIANG,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,MALAM,JUMAT,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,AREA PARKIR,PERKOTAAN,PAGI,JUMAT,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,MALAM,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,AREA PARKIR,PERKOTAAN,PAGI,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TNI,PINGGIRAN KOTA,AREA PARKIR,PERKOTAAN,MALAM,JUMAT,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,AREA PARKIR,PERKOTAAN,MALAM,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PERKOTAAN,AREA PARKIR,PERKOTAAN,SORE,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TENAGA WIRA USAHA,PEDESAAN,HALAMAN RUMAH,PERKOTAAN,MALAM,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,PEKERJA KASAR,PERKOTAAN,DALAM RUMAH,PERKOTAAN,PAGI,SELASA,YA,BENDA TIDAK BERGERAK,KECIL,MERUSAK RUMAH,CURAT,363 KUHP
PEREMPUAN,DEWASA,TENAGA WIRA USAHA,PINGGIRAN KOTA,JALAN RAYA,PERKOTAAN,PAGI,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TENAGA WIRA USAHA,PEDESAAN,AREA PARKIR,PERKOTAAN,SORE,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PEDESAAN,DALAM RUMAH,PERKOTAAN,SORE,RABU,YA,BENDA TIDAK BERGERAK,BESAR,MERUSAK RUMAH,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TENAGA PROFESIONAL,PERKOTAAN,DALAM RUMAH,PERKOTAAN,DINI HARI,SENIN,YA,BENDA TIDAK BERGERAK,BESAR,MERUSAK RUMAH,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,AREA PARKIR,PERKOTAAN,PAGI,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,TENAGA WIRA USAHA,PEDESAAN,JALAN RAYA,PERKOTAAN,SORE,SENIN,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PINGGIRAN KOTA,DALAM RUMAH,PERKOTAAN,MALAM,SELASA,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PINGGIRAN KOTA,HALAMAN RUMAH,PINGGIRAN KOTA,PAGI,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,PEKERJA KASAR,PEDESAAN,JALAN RAYA,PERKOTAAN,DINI HARI,RABU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,SORE,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PEDESAAN,HALAMAN RUMAH,PEDESAAN,PAGI,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,WIRA USAHA,PERKOTAAN,JALAN RAYA,PERKOTAAN,MALAM,SABTU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,JALAN RAYA,PERKOTAAN,MALAM,KAMIS,TIDAK,GABUNGAN,BESAR,MENGANCAM,CURAS,365 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,AREA PARKIR,PERKOTAAN,SORE,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,SORE,JUMAT,TIDAK,BENDA TIDAK BERGERAK,KECIL,MERUSAK RUMAH,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,SIANG,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,AREA PARKIR,PERKOTAAN,PAGI,SELASA,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TNI,PEDESAAN,JALAN RAYA,PERKOTAAN,SIANG,MINGGU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,PEKERJA KASAR,PERKOTAAN,JALAN RAYA,PERKOTAAN,SORE,SELASA,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,TENAGA WIRA USAHA,Yogyakarta,DALAM RUMAH,PERKOTAAN,SIANG,SENIN,YA,BENDA TIDAK BERGERAK,KECIL,MERUSAK RUMAH,CURAT,363 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PEDESAAN,SORE,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,LANSIA,TIDAK BEKERJA,PEDESAAN,JALAN RAYA,PERKOTAAN,PAGI,JUMAT,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,MALAM,JUMAT,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,SIANG,MINGGU,YA,BENDA TIDAK BERGERAK,BESAR,MERUSAK RUMAH,CURAT,363 KUHP
LAKI-LAKI,DEWASA,PEKERJA KASAR,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,PAGI,SELASA,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,POLRI,PERKOTAAN,DALAM RUMAH,PERKOTAAN,PAGI,SABTU,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,LANSIA,TENAGA PROFESIONAL,PEDESAAN,HALAMAN RUMAH,PEDESAAN,SORE,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,MANULA,WIRA USAHA,PEDESAAN,AREA PARKIR,PERKOTAAN,PAGI,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,WIRA USAHA,PINGGIRAN KOTA,DALAM RUMAH,PINGGIRAN KOTA,DINI HARI,SELASA,YA,BENDA TIDAK BERGERAK,BESAR,MERUSAK RUMAH,CURAT,363 KUHP
LAKI-LAKI,LANSIA,TENAGA PROFESIONAL,PEDESAAN,AREA PARKIR,PERKOTAAN,SIANG,SELASA,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,JALAN RAYA,PERKOTAAN,MALAM,KAMIS,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,JALAN RAYA,PERKOTAAN,DINI HARI,SABTU,TIDAK,BENDA TIDAK BERGERAK,KECIL,MERAMPAS,CURAS,365 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PINGGIRAN KOTA,JALAN RAYA,PERKOTAAN,SIANG,JUMAT,TIDAK,BENDA TIDAK BERGERAK,KECIL,MERAMPAS,CURAS,365 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PEDESAAN,HALAMAN RUMAH,PEDESAAN,PAGI,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,LANSIA,WIRA USAHA,PERKOTAAN,JALAN RAYA,PERKOTAAN,SIANG,MINGGU,YA,GABUNGAN,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,SIANG,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TIDAK BEKERJA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,SIANG,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,TENAGA WIRA USAHA,PERKOTAAN,JALAN RAYA,PERKOTAAN,PAGI,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,WIRA USAHA,PERKOTAAN,JALAN RAYA,PERKOTAAN,PAGI,KAMIS,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,TENAGA PROFESIONAL,PERKOTAAN,AREA PARKIR,PERKOTAAN,PAGI,JUMAT,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PEDESAAN,JALAN RAYA,PERKOTAAN,PAGI,JUMAT,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,SIANG,SENIN,YA,BENDA TIDAK BERGERAK,BESAR,MERUSAK RUMAH,CURAT,363 KUHP
PEREMPUAN,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,JALAN RAYA,PERKOTAAN,SIANG,SABTU,TIDAK,BENDA TIDAK BERGERAK,KECIL,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,AREA PARKIR,PERKOTAAN,DINI HARI,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,PAGI,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,PAGI,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,WIRA USAHA,PEDESAAN,AREA PARKIR,PERKOTAAN,SORE,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PEDESAAN,JALAN RAYA,PEDESAAN,PAGI,KAMIS,TIDAK,BENDA BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,DEWASA,POLRI,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,MALAM,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA PROFESIONAL,PEDESAAN,AREA PARKIR,PEDESAAN,SORE,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,JALAN RAYA,PERKOTAAN,MALAM,JUMAT,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PEDESAAN,JALAN RAYA,PEDESAAN,SORE,SENIN,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,JALAN RAYA,PERKOTAAN,DINI HARI,JUMAT,TIDAK,BENDA TIDAK BERGERAK,KECIL,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,LANSIA,TENAGA PROFESIONAL,PERKOTAAN,DALAM RUMAH,PERKOTAAN,SIANG,SENIN,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,REMAJA,TENAGA WIRA USAHA,PEDESAAN,DALAM RUMAH,PEDESAAN,MALAM,KAMIS,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PERKOTAAN,AREA PARKIR,PERKOTAAN,SORE,SELASA,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PEDESAAN,DALAM RUMAH,PEDESAAN,PAGI,JUMAT,YA,BENDA TIDAK BERGERAK,BESAR,MERUSAK RUMAH,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PERKOTAAN,JALAN RAYA,PERKOTAAN,MALAM,JUMAT,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PEDESAAN,AREA PARKIR,PEDESAAN,SORE,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PERKOTAAN,PAGI,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,PEKERJA KASAR,PERKOTAAN,AREA PARKIR,PERKOTAAN,SIANG,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,WIRA USAHA,PEDESAAN,HALAMAN RUMAH,PEDESAAN,SORE,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PINGGIRAN KOTA,JALAN RAYA,PERKOTAAN,DINI HARI,SENIN,YA,BENDA BERGERAK,BESAR,MENGANCAM,CURAS,365 KUHP
PEREMPUAN,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,DALAM RUMAH,PERKOTAAN,MALAM,SELASA,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,AREA PARKIR,PERKOTAAN,MALAM,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PERKOTAAN,AREA PARKIR,PERKOTAAN,SORE,SELASA,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,LANSIA,TIDAK BEKERJA,PEDESAAN,DALAM RUMAH,PEDESAAN,PAGI,SELASA,YA,BENDA TIDAK BERGERAK,BESAR,MERUSAK RUMAH,CURAT,363 KUHP
LAKI-LAKI,REMAJA,WIRA USAHA,PEDESAAN,DALAM RUMAH,PERKOTAAN,DINI HARI,SELASA,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,LANSIA,TIDAK BEKERJA,PERKOTAAN,HALAMAN RUMAH,PERKOTAAN,SIANG,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA USAHA PERTANIAN,PEDESAAN,AREA PARKIR,PINGGIRAN KOTA,PAGI,MINGGU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TENAGA PROFESIONAL,PINGGIRAN KOTA,DALAM RUMAH,PERKOTAAN,SIANG,SENIN,TIDAK,BENDA TIDAK BERGERAK,BESAR,MENGAMBIL,CUBIS,362 KUHP
PEREMPUAN,DEWASA,TIDAK BEKERJA,PINGGIRAN KOTA,JALAN RAYA,PERKOTAAN,SORE,SELASA,TIDAK,BENDA TIDAK BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
PEREMPUAN,DEWASA,TENAGA WIRA USAHA,PERKOTAAN,AREA PARKIR,PERKOTAAN,DINI HARI,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TENAGA WIRA USAHA,PEDESAAN,AREA PARKIR,PERKOTAAN,SIANG,RABU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,TIDAK BEKERJA,PERKOTAAN,AREA PARKIR,PERKOTAAN,MALAM,JUMAT,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PERKOTAAN,AREA PARKIR,PERKOTAAN,SORE,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TENAGA PROFESIONAL,PEDESAAN,AREA PARKIR,PERKOTAAN,SIANG,SABTU,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,WIRA USAHA,PEDESAAN,AREA PARKIR,PINGGIRAN KOTA,SORE,KAMIS,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,DEWASA,TIDAK BEKERJA,PEDESAAN,AREA PARKIR,PEDESAAN,PAGI,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
PEREMPUAN,REMAJA,WIRA USAHA,PEDESAAN,AREA PARKIR,PERKOTAAN,SORE,SENIN,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TENAGA WIRA USAHA,PEDESAAN,AREA PARKIR,PEDESAAN,DINI HARI,SELASA,YA,BENDA BERGERAK,BESAR,MERUSAK KUNCI,CURAT,363 KUHP
LAKI-LAKI,REMAJA,TIDAK BEKERJA,PEDESAAN,JALAN RAYA,PEDESAAN,PAGI,MINGGU,TIDAK,BENDA BERGERAK,BESAR,MERAMPAS,CURAS,365 KUHP
